CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
3482,65,Male,63292,Master,Divorced,1590,0,2024-09-19,West,Doctor,3,1,11396,7,SMS,Data rock sing hope trial.,Gold,85,6
3483,38,Female,21584,PhD,Single,2160,0,2023-10-31,South,Lawyer,2,4,9022,24,Email,Force art officer consumer rate himself often.,Bronze,37,2
3484,45,Male,59444,Master,Widowed,2163,1,2023-02-15,North,Doctor,1,5,9692,95,Phone,West itself director.,Bronze,62,8
3485,43,Female,46886,High School,Divorced,2191,0,2024-10-28,South,Scientist,2,6,7614,48,Phone,Serious probably simply fly from.,Platinum,42,5
3486,50,Male,69819,PhD,Married,1488,1,2023-05-29,North,Doctor,0,4,14253,94,SMS,Course huge list forward. Remain story writer.,Platinum,50,3
3487,38,Male,45020,High School,Divorced,2123,0,2024-02-17,East,Artist,1,6,12903,43,Email,Last heavy person pass.,Gold,77,6
3488,52,Female,19856,Master,Widowed,2884,1,2023-03-09,South,Teacher,2,3,10765,79,Email,Whose authority person small short memory step.,Platinum,82,6
3489,69,Female,47179,Master,Married,1771,1,2023-07-14,West,Engineer,3,3,6924,36,Email,Maintain keep it hospital have.,Bronze,25,3
3490,51,Male,52394,Bachelor,Widowed,2129,1,2023-03-05,South,Artist,4,5,9470,74,SMS,Feel sort expect lead stay travel.,Bronze,96,7
3491,58,Female,48020,Master,Single,1078,1,2024-06-02,West,Scientist,4,4,12902,1,Phone,Certain study alone drug water.,Platinum,45,7
3492,68,Female,58626,PhD,Divorced,2126,1,2024-07-25,North,Teacher,1,4,17337,7,Phone,Break modern service.,Gold,11,7
3493,64,Male,41534,Master,Married,2108,0,2024-01-11,North,Scientist,3,5,10231,44,Phone,Parent class really technology.,Gold,92,8
3494,35,Male,31048,Bachelor,Widowed,2058,1,2024-09-12,West,Teacher,3,3,13676,61,Email,Star hit tree center team shake.,Platinum,11,7
3495,28,Male,35005,Master,Single,2365,1,2023-12-05,North,Teacher,2,1,10520,26,SMS,Some really thank recognize these door small.,Silver,28,4
3496,40,Male,42263,Master,Married,1860,0,2024-07-09,South,Lawyer,1,4,13827,30,Email,Mouth those management government particular.,Silver,60,5
3497,65,Female,42134,Master,Divorced,2588,1,2024-03-20,North,Artist,3,2,3728,1,SMS,Wife half case paper national themselves song.,Platinum,40,4
3498,39,Male,86091,Bachelor,Divorced,1558,0,2024-06-29,West,Engineer,2,4,7417,63,Email,Others teacher few.,Gold,19,2
3499,34,Male,68826,High School,Widowed,2721,1,2024-03-03,West,Artist,3,4,10940,15,SMS,Between beat inside soon write pull culture.,Platinum,97,7
3500,22,Male,60300,Master,Married,2106,0,2024-05-12,East,Scientist,1,4,6349,63,Email,Seven east price yard.,Platinum,45,3
3501,61,Female,56690,PhD,Single,1964,1,2023-10-16,West,Doctor,3,3,11273,55,Email,Trouble director true little.,Bronze,29,1
3502,28,Male,54496,Bachelor,Single,1284,1,2024-10-02,North,Scientist,3,2,10118,57,SMS,Good walk agree paper tell toward area.,Gold,92,1
3503,47,Female,54575,PhD,Single,1445,0,2023-08-15,West,Teacher,3,4,5183,20,Phone,Often shake know door lose practice.,Gold,38,9
3504,32,Male,52449,Master,Widowed,2175,0,2023-03-06,North,Doctor,4,1,4623,22,Phone,Crime tough land successful.,Gold,39,3
3505,44,Male,50601,Bachelor,Single,1641,0,2024-02-05,North,Artist,0,6,10998,89,SMS,Scene here process when.,Platinum,50,7
3506,52,Female,18622,Master,Married,2497,0,2023-08-23,East,Engineer,1,6,6558,50,SMS,Exactly more feel man share what.,Silver,1,9
3507,50,Male,44463,PhD,Widowed,2143,0,2023-02-24,North,Doctor,4,2,8628,36,Phone,Which we such laugh family stand daughter.,Platinum,89,7
3508,37,Male,46395,Bachelor,Divorced,1287,1,2024-10-28,West,Doctor,0,5,11892,37,Email,Morning a rise friend unit reduce nor.,Gold,64,8
3509,33,Female,38765,High School,Widowed,2380,1,2024-01-13,West,Lawyer,3,1,9754,46,Phone,Wear into concern.,Bronze,27,6
3510,51,Male,41658,High School,Widowed,1918,0,2024-10-30,West,Artist,3,5,8731,27,SMS,Hear PM me him certain page participant early.,Gold,50,3
3511,19,Male,54511,High School,Widowed,1977,0,2023-04-26,North,Doctor,4,4,5449,19,Email,Book assume often nation one.,Gold,7,1
3512,52,Male,61513,Master,Married,2522,0,2023-05-06,West,Artist,2,3,14499,83,SMS,Score mouth turn.,Gold,30,8
3513,57,Male,54488,Bachelor,Divorced,1302,1,2024-02-07,South,Engineer,1,4,12415,16,Phone,Energy head operation would type growth.,Platinum,38,6
3514,45,Female,61136,PhD,Divorced,1437,1,2024-06-09,South,Doctor,0,4,8067,54,Email,Grow color process threat statement.,Silver,59,2
3515,64,Male,61401,PhD,Widowed,2162,0,2024-12-18,West,Engineer,3,5,7290,85,Phone,Prevent bed yeah test focus.,Bronze,82,8
3516,56,Female,45504,Master,Widowed,1150,1,2023-10-18,North,Scientist,1,4,8314,97,Phone,North station institution note yes budget myself.,Bronze,76,4
3517,23,Male,57879,Master,Widowed,1696,0,2024-05-23,West,Doctor,3,1,7062,95,Phone,Realize environment our which.,Silver,15,9
3518,26,Female,23804,PhD,Married,2489,1,2024-01-05,South,Teacher,3,3,9109,34,Email,Treat although radio whose.,Silver,22,9
3519,37,Male,44235,Bachelor,Married,1945,0,2023-10-09,North,Lawyer,3,5,13348,79,Phone,Follow focus however.,Silver,10,9
3520,18,Female,42472,Master,Single,1312,0,2023-04-19,West,Lawyer,1,2,13034,51,Email,Risk certainly friend not.,Bronze,87,4
3521,25,Male,72969,Bachelor,Divorced,2094,1,2023-12-15,North,Lawyer,4,6,13024,36,Phone,Collection third four. Form method onto hope.,Bronze,53,6
3522,40,Female,55056,PhD,Single,1797,1,2024-04-16,West,Engineer,1,4,6107,53,Phone,Share method example way those hundred.,Gold,73,4
3523,20,Female,29983,Bachelor,Single,1648,0,2024-06-08,East,Artist,1,6,6892,90,SMS,Store loss out Congress south court.,Platinum,68,5
3524,21,Male,58918,High School,Widowed,3778,0,2024-12-29,North,Lawyer,2,5,12887,94,Phone,Game time government daughter look may.,Platinum,11,7
3525,42,Female,63646,PhD,Married,2287,1,2024-12-30,South,Scientist,2,6,11352,62,Email,Large fast short image if cultural allow left.,Platinum,35,7
3526,64,Male,48655,High School,Single,1858,0,2024-07-22,South,Doctor,4,4,8696,31,SMS,How project research leg summer artist.,Bronze,56,6
3527,55,Male,60353,PhD,Single,2449,0,2024-03-06,South,Doctor,2,4,12134,89,Email,Support success white medical.,Silver,25,4
3528,32,Male,12564,High School,Single,1854,0,2024-12-02,South,Teacher,4,5,11514,4,Phone,Cold population network.,Bronze,91,5
3529,38,Male,9510,Bachelor,Widowed,1740,0,2024-03-14,West,Engineer,3,1,5402,12,SMS,Why fund business professional contain either.,Bronze,79,5
3530,52,Male,32319,PhD,Widowed,2149,0,2024-11-07,West,Doctor,3,2,3226,53,SMS,Black street whole green example.,Bronze,65,9
3531,63,Female,52235,PhD,Married,2254,0,2024-07-23,North,Doctor,1,4,9961,61,SMS,More improve smile present wind center.,Bronze,89,6
3532,69,Male,72982,High School,Single,2462,1,2024-12-25,East,Teacher,3,1,3521,19,Email,Design by seek.,Platinum,3,4
3533,31,Male,33103,Bachelor,Single,2711,1,2024-07-27,East,Teacher,2,4,13286,56,SMS,Leader continue trouble administration travel.,Gold,92,6
3534,53,Male,37194,PhD,Married,2593,0,2023-04-26,North,Artist,0,4,11531,9,SMS,Watch treat price rock huge nation late.,Silver,15,7
3535,29,Male,51329,Master,Married,2428,0,2023-03-12,South,Artist,1,1,8896,25,Email,Idea thus long throughout his policy receive.,Bronze,21,7
3536,34,Male,42615,High School,Married,2479,1,2024-11-10,East,Artist,4,4,6302,54,Email,Show rather article thus face thought as visit.,Silver,63,3
3537,56,Male,41762,PhD,Divorced,2592,0,2024-10-15,East,Doctor,3,2,7189,47,Email,Get charge station. If himself read return your.,Silver,69,6
3538,26,Female,43677,Bachelor,Married,2354,1,2024-04-11,North,Teacher,1,6,918,41,Phone,Also my wear statement.,Bronze,91,7
3539,52,Female,69721,Bachelor,Widowed,1207,1,2023-09-13,South,Scientist,1,5,14182,51,Email,Place war campaign society head.,Gold,10,1
3540,30,Male,66742,Bachelor,Divorced,2248,0,2023-03-12,West,Engineer,1,6,10581,50,Email,Base less kid sign.,Gold,41,4
3541,32,Female,50352,Bachelor,Married,2688,0,2024-06-26,West,Artist,3,1,9459,7,SMS,Store produce them join various watch news I.,Platinum,84,7
3542,35,Male,74817,High School,Widowed,1598,0,2024-09-03,East,Scientist,4,6,15505,27,Phone,Report need note contain.,Platinum,89,1
3543,68,Male,57635,PhD,Married,1803,1,2023-02-22,West,Lawyer,1,3,7155,48,SMS,Money would effect be stand play build trade.,Gold,38,8
3544,50,Male,67308,High School,Married,1969,1,2024-12-25,North,Doctor,1,4,9394,55,Email,Forward yes machine buy whatever choice upon.,Bronze,46,6
3545,23,Male,37091,High School,Divorced,2095,0,2024-12-14,East,Engineer,1,5,7914,63,Email,Before street strategy off.,Platinum,21,6
3546,44,Male,40194,Bachelor,Widowed,1722,0,2025-01-06,East,Doctor,3,2,16242,6,SMS,Reason sit southern food surface.,Bronze,29,3
3547,40,Female,40034,Master,Single,2028,0,2023-04-05,South,Scientist,2,2,9132,35,Phone,Way recognize front language family group near.,Bronze,29,6
3548,44,Female,48699,Bachelor,Married,2256,1,2024-03-09,West,Artist,4,3,10555,32,Phone,Heart sense central.,Bronze,32,4
3549,51,Female,50898,Master,Divorced,994,0,2024-02-10,South,Scientist,1,6,14862,78,SMS,Painting write range focus.,Bronze,29,9
3550,63,Female,54862,High School,Widowed,2037,1,2024-12-23,East,Scientist,1,2,13252,6,Email,Nation energy defense Republican.,Silver,36,4
3551,55,Male,79596,Bachelor,Married,1808,0,2024-01-14,West,Doctor,1,6,5124,63,Phone,Home teach push. Majority program effect.,Silver,52,6
3552,31,Female,60819,Bachelor,Single,1146,0,2023-10-19,South,Artist,3,5,9055,18,Phone,Class with nation project professional something.,Bronze,29,6
3553,53,Male,42278,High School,Widowed,2282,1,2023-07-13,West,Doctor,2,3,9789,31,SMS,White expert final. Together local score sort.,Gold,25,1
3554,25,Female,49950,Bachelor,Widowed,2155,1,2023-09-06,East,Artist,1,6,10481,52,Phone,Administration set fish agree up performance.,Silver,5,4
3555,52,Female,72574,PhD,Divorced,2082,1,2024-02-25,East,Teacher,1,1,10945,16,Email,Quickly style price total.,Bronze,53,9
3556,36,Female,61728,Master,Married,2305,1,2024-04-20,East,Teacher,3,6,7281,56,SMS,Article here thousand set both forward outside.,Bronze,55,6
3557,47,Female,72376,Master,Married,2160,1,2024-04-09,North,Teacher,4,6,14584,67,Phone,Right try force not.,Platinum,3,4
3558,31,Male,42759,Master,Widowed,1631,1,2023-10-18,South,Teacher,4,3,11337,95,Email,Short fish someone great.,Platinum,78,7
3559,37,Female,39325,Bachelor,Married,2361,0,2024-02-14,South,Teacher,2,1,11951,62,Email,Visit contain four professional.,Platinum,35,7
3560,66,Female,39544,PhD,Widowed,2447,1,2023-10-18,East,Lawyer,4,2,14118,81,SMS,Energy camera speak ok assume animal.,Silver,62,5
3561,42,Male,43970,Bachelor,Single,1457,0,2023-11-16,South,Doctor,1,5,10829,52,SMS,Compare room TV appear too enjoy impact fast.,Silver,2,4
3562,57,Male,34050,Master,Divorced,2440,0,2024-12-13,East,Scientist,3,6,9373,5,Email,Agree or price. Community anyone least concern.,Platinum,56,4
3563,41,Female,54427,Bachelor,Married,1858,0,2024-03-09,South,Teacher,1,4,8911,53,Email,Ability pressure prove since action wonder book.,Platinum,79,7
3564,31,Male,54685,Master,Married,2306,1,2023-06-19,West,Lawyer,1,3,9324,80,Phone,Section way main share.,Bronze,15,6
3565,43,Male,70081,High School,Divorced,2075,1,2023-05-21,South,Lawyer,2,2,9515,17,Phone,Material amount attack anyone lawyer government.,Gold,39,4
3566,55,Male,23596,Master,Single,1913,0,2023-03-20,East,Doctor,4,6,4264,31,Phone,Similar generation glass send.,Platinum,52,3
3567,40,Female,35838,High School,Single,2269,0,2023-12-11,South,Doctor,4,5,8136,16,Phone,Represent lead see strong protect any among.,Bronze,90,2
3568,39,Male,62083,High School,Single,1833,0,2023-12-29,West,Artist,4,4,6720,57,Phone,Pull though pattern local since hold.,Silver,5,4
3569,65,Female,52752,High School,Single,2540,1,2023-11-17,West,Artist,1,3,3913,21,SMS,Then east entire reach.,Platinum,20,7
3570,36,Female,50672,Master,Single,2622,0,2023-10-03,West,Teacher,3,5,10470,41,Phone,Parent story family produce up.,Silver,76,2
3571,63,Female,68957,PhD,Widowed,1726,1,2023-09-02,East,Engineer,3,2,11330,39,Phone,Stay Mrs small identify begin ever life.,Bronze,8,9
3572,68,Female,34850,Master,Married,1916,0,2024-08-03,North,Artist,1,6,7416,37,Phone,Position news eat decision.,Platinum,62,9
3573,20,Male,39069,Bachelor,Married,1812,1,2025-01-18,East,Engineer,0,6,9159,41,Email,Instead run front impact physical party adult.,Silver,42,6
3574,59,Female,37302,Bachelor,Married,2187,1,2024-01-04,West,Scientist,1,6,11697,53,Phone,Wear single price.,Bronze,71,9
3575,36,Male,19806,PhD,Widowed,2655,0,2023-08-10,South,Artist,4,3,9095,74,SMS,Turn rather relate off tend travel.,Platinum,27,1
3576,26,Female,51992,PhD,Divorced,1166,1,2024-12-05,West,Scientist,1,6,9590,32,Email,Democratic kitchen fill art avoid.,Gold,44,6
3577,45,Male,42157,PhD,Single,1290,0,2023-07-19,North,Lawyer,0,3,9265,25,Email,Pattern whatever coach rather car card feel.,Gold,57,3
3578,37,Female,39006,High School,Divorced,1958,0,2024-05-11,North,Lawyer,1,6,11805,53,Phone,Knowledge prepare must task ok live.,Platinum,82,6
3579,62,Male,36298,PhD,Single,2092,0,2023-02-23,West,Scientist,4,1,9949,64,Email,Well move owner understand walk start within.,Platinum,28,5
3580,24,Female,49733,PhD,Single,1529,0,2023-03-25,East,Lawyer,2,6,9023,33,Phone,Media feeling analysis whether order unit.,Bronze,94,5
3581,31,Female,38021,PhD,Divorced,2090,0,2023-10-20,North,Scientist,3,1,8575,38,Phone,Product fish agency daughter time management.,Silver,53,1
3582,26,Male,53323,Master,Married,1629,1,2023-12-26,West,Engineer,0,3,7487,92,Phone,Hospital market experience still nice.,Silver,56,5
3583,36,Female,56887,Bachelor,Widowed,1776,0,2023-08-02,East,Teacher,2,5,11791,79,SMS,Debate item strong can truth.,Platinum,32,6
3584,64,Female,45581,Bachelor,Divorced,2634,1,2023-12-11,South,Scientist,3,2,11698,8,Email,Must professor purpose.,Gold,69,1
3585,69,Female,44562,PhD,Married,1828,0,2023-06-15,East,Artist,2,4,9981,1,Email,Soon sport with choice policy throughout bag.,Silver,63,7
3586,31,Male,52782,Bachelor,Single,1819,0,2023-06-08,North,Artist,1,1,12813,74,Email,Space take keep just food lead again.,Platinum,3,1
3587,55,Female,49567,Master,Married,2065,1,2024-11-16,East,Engineer,1,2,10032,59,Email,Example style care message this once weight.,Silver,15,7
3588,53,Female,69952,Bachelor,Single,2546,0,2024-11-13,East,Scientist,3,6,10973,35,Email,Provide husband big smile.,Bronze,2,9
3589,57,Male,54773,High School,Single,1978,0,2023-04-16,South,Lawyer,3,3,8291,97,Phone,Attack end send she. Support over security page.,Platinum,88,7
3590,34,Male,66433,Master,Married,1720,1,2023-08-04,West,Teacher,1,2,13597,16,Phone,Game draw seek our artist talk.,Gold,62,5
3591,47,Male,59157,Bachelor,Single,2289,1,2024-10-11,East,Artist,1,2,10486,14,Phone,Fact drug degree letter.,Gold,80,3
3592,26,Male,30223,Bachelor,Widowed,2406,0,2024-09-17,South,Teacher,3,6,11159,5,SMS,Per clear officer we during.,Bronze,21,7
3593,50,Male,41626,Master,Married,2572,0,2023-08-13,North,Teacher,3,2,10200,80,SMS,Painting country generation can early two.,Bronze,81,6
3594,69,Female,49278,Bachelor,Divorced,1982,0,2024-05-25,West,Doctor,3,3,10252,21,SMS,Future candidate product father scene government.,Gold,95,8
3595,42,Female,63026,Bachelor,Single,2237,0,2024-10-24,North,Teacher,4,1,10783,58,SMS,Say area protect suddenly.,Gold,17,8
3596,31,Female,78917,PhD,Single,2395,0,2025-01-11,West,Scientist,4,4,3839,57,Email,Entire around strong side too everyone easy.,Bronze,56,6
3597,28,Male,42737,High School,Widowed,2090,0,2023-01-28,East,Doctor,1,5,11271,11,SMS,Stay sea out according sound live prove our.,Gold,89,7
3598,52,Female,50828,Master,Widowed,2659,0,2024-06-18,East,Engineer,4,1,7864,71,Email,Growth feeling quickly value fight usually heart.,Gold,24,3
3599,58,Male,61998,PhD,Divorced,2325,0,2024-08-01,West,Lawyer,0,4,9305,8,Email,Particularly before possible certainly.,Silver,27,4
3600,31,Male,49132,Bachelor,Single,2941,0,2024-04-17,North,Doctor,1,3,8032,81,Email,Partner beat score bit agree face score drive.,Gold,39,7
3601,47,Female,74661,Master,Divorced,2458,1,2023-05-07,North,Teacher,0,4,12492,94,Phone,Later later during condition example person.,Bronze,22,6
3602,58,Male,29783,Master,Divorced,1036,1,2024-03-06,North,Lawyer,2,3,7623,14,Phone,Knowledge everybody determine top his bank face.,Silver,7,3
3603,21,Male,60170,High School,Single,1800,0,2023-03-13,East,Teacher,0,4,9116,49,Email,Perform pay building heart theory when.,Silver,12,7
3604,21,Female,60023,High School,Divorced,1191,1,2023-12-24,West,Teacher,2,1,8052,33,SMS,Really add office paper after.,Gold,43,3
3605,45,Male,67280,Master,Divorced,1680,1,2024-05-15,West,Doctor,0,6,7774,24,Email,Explain run think general owner answer this.,Silver,46,8
3606,25,Male,50930,High School,Widowed,1814,0,2024-08-29,North,Engineer,2,6,7808,71,Phone,Face art lay image.,Platinum,9,7
3607,19,Female,63372,High School,Widowed,2434,1,2024-04-11,East,Teacher,2,6,6271,38,SMS,Stuff investment small this.,Bronze,40,4
3608,58,Male,46262,Bachelor,Divorced,1780,1,2024-02-07,West,Scientist,1,3,8310,79,Phone,Style their response hour safe else position.,Bronze,66,1
3609,63,Male,37979,High School,Single,2697,1,2024-05-26,West,Doctor,3,2,10578,50,SMS,From give one cultural buy similar month some.,Gold,73,6
3610,39,Female,35791,High School,Widowed,1665,1,2024-05-23,North,Scientist,3,6,7265,89,Phone,Yeah marriage impact fall sometimes study.,Gold,48,5
3611,58,Female,28378,PhD,Divorced,1855,1,2023-09-02,North,Scientist,1,3,10377,64,Email,Administration race last cut.,Bronze,63,9
3612,33,Female,43379,Bachelor,Married,1380,0,2023-02-08,West,Teacher,2,3,11589,81,Phone,Season rate anything choose miss attention.,Bronze,14,6
3613,46,Female,54672,Bachelor,Married,2722,0,2024-04-02,East,Scientist,3,4,9586,97,SMS,Player almost reason make with sometimes effort.,Gold,87,1
3614,66,Male,46878,Master,Divorced,2789,1,2024-09-26,South,Lawyer,3,3,6428,2,Phone,Order long forward put arm.,Bronze,60,3
3615,65,Male,52969,High School,Married,1933,1,2023-10-10,West,Engineer,0,4,4722,39,SMS,Produce white close simple back almost fine foot.,Gold,73,2
3616,47,Female,68523,PhD,Widowed,1259,1,2024-08-04,West,Teacher,4,1,12428,74,Phone,Son involve late on.,Silver,51,3
3617,29,Male,42237,PhD,Single,1895,0,2023-06-11,East,Scientist,1,3,14629,14,Phone,Partner president certain try serious my yeah.,Platinum,84,1
3618,52,Male,85104,Bachelor,Divorced,2116,1,2024-03-25,West,Engineer,4,2,14229,12,Email,Feeling put night interest.,Platinum,45,2
3619,28,Female,61328,High School,Widowed,1682,0,2024-04-07,South,Engineer,2,2,10903,81,SMS,Pay during dream source dream whose business.,Platinum,58,8
3620,63,Female,47046,PhD,Single,3175,1,2023-04-05,East,Lawyer,0,1,10930,78,SMS,Decade opportunity run kind artist play trouble.,Silver,47,3
3621,67,Male,46705,Master,Married,2912,1,2023-08-01,South,Lawyer,3,6,9345,51,Email,Nor coach movie continue eight citizen.,Gold,38,9
3622,38,Female,34878,High School,Married,1125,0,2024-12-02,South,Artist,0,2,9292,10,Phone,Artist crime throw take plant hour around.,Gold,41,4
3623,38,Female,49614,High School,Married,1423,0,2024-12-25,West,Engineer,1,4,7816,44,SMS,Level fire they example.,Gold,50,2
3624,22,Female,17576,High School,Married,2229,0,2024-06-03,South,Teacher,2,3,7461,40,SMS,Building myself detail never this cold yet.,Bronze,49,7
3625,65,Male,68836,PhD,Widowed,1464,1,2024-06-20,West,Lawyer,0,5,4383,93,SMS,Home fund mouth money church father land task.,Platinum,91,9
3626,37,Female,7750,Bachelor,Widowed,2091,1,2024-06-15,West,Teacher,0,3,12099,60,Email,Result could religious car too.,Gold,65,5
3627,54,Male,50626,Bachelor,Single,2005,0,2024-09-30,East,Engineer,0,3,11652,70,Email,Ability ball find in. Method blood several.,Gold,40,1
3628,20,Male,32840,Master,Divorced,1980,1,2024-07-26,East,Lawyer,3,5,8862,31,SMS,Save before word conference huge oil wear.,Silver,57,9
3629,61,Male,39482,PhD,Single,2509,0,2023-12-21,East,Artist,2,6,13769,37,Phone,Boy while dream business receive live fish.,Gold,3,9
3630,50,Female,41417,High School,Divorced,2903,0,2024-02-28,West,Engineer,3,2,16702,73,Phone,Law visit not quality.,Platinum,48,7
3631,26,Female,78884,Master,Married,2198,1,2025-01-09,South,Teacher,0,2,5533,58,Email,Significant finish lawyer tell.,Gold,2,1
3632,26,Female,33451,Master,Married,1393,1,2024-07-07,South,Artist,3,3,11700,43,Phone,Son task within adult right. Claim black say can.,Silver,31,4
3633,21,Female,63713,Bachelor,Married,2071,1,2024-08-27,East,Engineer,3,2,9935,97,Email,Budget our use after occur.,Platinum,46,1
3634,52,Female,67406,High School,Married,1707,1,2024-01-24,East,Lawyer,1,4,14830,71,SMS,Federal player fight organization property PM.,Bronze,61,3
3635,34,Male,14923,High School,Widowed,2996,1,2024-05-19,West,Scientist,4,4,8440,38,SMS,Model several deal alone less.,Gold,97,7
3636,51,Male,40769,PhD,Single,2346,1,2024-09-05,North,Engineer,4,5,13186,8,SMS,Act agency stand southern skin simple.,Gold,15,1
3637,41,Male,72266,PhD,Divorced,2201,1,2023-08-01,North,Doctor,1,3,12066,34,Email,Single rule conference single.,Gold,67,8
3638,49,Female,30278,PhD,Divorced,2324,0,2023-01-29,West,Teacher,1,6,13458,17,Phone,Name really morning thought prove.,Gold,17,4
3639,18,Male,67974,Master,Widowed,1980,0,2024-01-19,North,Lawyer,3,4,7826,17,SMS,Agreement take according.,Silver,91,4
3640,25,Male,49732,High School,Married,2626,1,2023-10-21,North,Lawyer,3,1,8843,94,Phone,Research newspaper area thing suggest carry.,Silver,5,1
3641,62,Female,49083,Bachelor,Single,1714,0,2023-07-01,North,Doctor,2,2,11582,82,Phone,Gun itself like do husband.,Platinum,64,5
3642,40,Female,51042,Master,Married,2480,0,2024-06-04,East,Scientist,4,6,13394,53,Email,Sport relationship mean interest cultural rock.,Silver,79,8
3643,64,Male,55138,Master,Widowed,2796,0,2024-01-30,South,Artist,3,3,10665,15,Email,True fight most cause.,Gold,36,8
3644,57,Male,35665,Bachelor,Divorced,1593,0,2024-12-15,South,Lawyer,2,4,4304,64,Phone,Capital appear language behavior.,Platinum,72,7
3645,29,Female,46093,Bachelor,Widowed,2168,1,2024-05-08,East,Artist,4,5,13558,57,Phone,Charge value building thought myself.,Bronze,62,7
3646,29,Female,55558,PhD,Divorced,2208,0,2023-11-02,East,Artist,2,4,13887,20,SMS,Trip recent nature.,Platinum,80,8
3647,63,Female,52653,Bachelor,Single,1462,0,2023-08-11,East,Artist,2,1,8352,61,SMS,Western purpose fast organization fast.,Gold,99,8
3648,64,Female,55238,Bachelor,Divorced,1315,1,2023-03-14,North,Scientist,1,4,12552,25,SMS,Wonder center provide almost.,Gold,97,1
3649,32,Male,39219,Bachelor,Single,1542,0,2023-04-05,West,Engineer,0,3,11476,78,Phone,Accept local best medical us vote.,Bronze,58,2
3650,58,Male,59484,Bachelor,Married,1973,0,2024-02-02,West,Doctor,0,5,7325,27,Email,Thing cell run bring card consider rate.,Gold,94,8
3651,36,Female,51897,PhD,Married,2209,1,2024-11-12,North,Teacher,0,5,12664,47,Phone,Marriage how might class.,Platinum,33,1
3652,43,Male,26289,Master,Widowed,1815,0,2023-08-20,North,Doctor,2,1,9870,99,SMS,That building company never piece western.,Silver,36,9
3653,69,Male,42029,High School,Single,2965,1,2023-03-01,East,Lawyer,3,3,5925,28,SMS,Within decade section off community.,Silver,33,9
3654,46,Female,36567,High School,Married,2513,1,2023-08-29,East,Doctor,0,1,12695,6,Email,Spend be majority his eye present smile.,Platinum,44,2
3655,39,Male,36374,Master,Single,2226,1,2023-08-15,South,Teacher,3,1,16344,41,Phone,Direction machine own him. Involve event agency.,Platinum,0,6
3656,57,Male,42852,High School,Married,1784,0,2024-06-16,East,Engineer,4,1,3090,59,SMS,College magazine decade push actually hear free.,Platinum,52,4
3657,38,Male,59202,High School,Married,2034,0,2023-04-21,North,Lawyer,0,4,10917,95,Email,Wide air discuss do address south.,Bronze,61,7
3658,68,Female,40598,Master,Divorced,2550,1,2023-06-16,South,Engineer,2,2,10799,78,SMS,Wall world fine.,Silver,14,2
3659,55,Female,53375,High School,Widowed,2460,1,2023-10-05,East,Lawyer,1,4,6537,61,Email,Art blue son which national.,Bronze,94,1
3660,37,Male,50917,High School,Divorced,2454,1,2024-10-12,South,Teacher,2,3,13079,80,Phone,Agreement good seem represent heart.,Bronze,50,9
3661,46,Female,38314,Master,Single,1848,0,2024-01-15,South,Engineer,3,6,6724,49,Email,Local entire nothing.,Gold,13,9
3662,68,Female,44827,High School,Married,1738,0,2023-09-04,East,Teacher,4,1,10253,5,Phone,Mr floor change. Week include two standard.,Silver,97,9
3663,21,Female,62972,Bachelor,Widowed,1286,1,2024-07-09,West,Teacher,2,1,7754,96,Phone,Single light manage very.,Bronze,58,5
3664,24,Male,52247,Master,Married,2264,0,2023-09-02,North,Scientist,1,2,6922,11,SMS,Stage move area establish open well ok.,Platinum,51,3
3665,45,Male,58232,PhD,Married,1240,0,2023-10-12,North,Doctor,1,5,11113,86,Phone,Lot mean capital group buy game.,Platinum,0,6
3666,45,Female,69087,High School,Divorced,1992,1,2023-04-09,South,Lawyer,4,1,7864,40,SMS,Every politics remain PM.,Platinum,98,1
3667,21,Male,56524,PhD,Single,1789,0,2024-01-30,West,Artist,0,4,13841,92,SMS,Man operation once through rich.,Gold,74,8
3668,39,Male,21189,High School,Widowed,2111,0,2023-03-16,West,Artist,2,1,10065,70,Phone,Relate city senior stand decision.,Bronze,16,4
3669,29,Male,54058,Bachelor,Widowed,2582,1,2023-08-28,East,Engineer,2,3,12580,39,Email,Him north pick from. Also event reason.,Silver,55,2
3670,62,Male,40728,Master,Widowed,2676,0,2025-01-21,East,Teacher,1,2,12394,70,Phone,Piece against point off.,Silver,4,4
3671,20,Male,77154,PhD,Single,2351,0,2024-10-05,North,Doctor,3,6,13566,20,Phone,During series safe heart citizen pass cost.,Gold,16,1
3672,39,Female,55989,Master,Widowed,1617,0,2024-07-06,East,Lawyer,2,5,9127,4,Email,Art threat family must something.,Platinum,17,8
3673,61,Male,41038,PhD,Single,1988,1,2023-05-27,East,Engineer,1,6,9634,89,SMS,Baby pull office official.,Platinum,88,6
3674,19,Male,58497,High School,Widowed,1563,0,2023-06-29,South,Teacher,3,3,7336,13,SMS,Explain paper fear mean into notice deal woman.,Bronze,54,1
3675,41,Male,51361,Bachelor,Married,1672,0,2024-06-30,West,Scientist,0,4,10418,49,Phone,Technology executive perhaps enjoy then.,Silver,98,1
